02/06/2019,
03/06/2019,
04/06/2019,
05/06/2019,
,
,
08/06/2019,
09/06/2019,0
10/06/2019,
11/06/2019,
12/06/2019,
13/06/2019,
14/06/2019,2
15/06/2019,
16/06/2019,
17/06/2019,
18/06/2019,
19/06/2019,
20/06/2019,
21/06/2019,1
22/06/2019,
23/06/2019,
24/06/2019,
25/06/2019,
26/06/2019,3
27/06/2019,
28/06/2019,
29/06/2019,4
30/06/2019,
01/07/2019,
02/07/2019,
,
04/07/2019,
05/07/2019,1
06/07/2019,1
07/07/2019,
08/07/2019,
09/07/2019,
10/07/2019,
11/07/2019,5
12/07/2019,
13/07/2019,
14/07/2019,
15/07/2019,
16/07/2019,1
17/07/2019,8
18/07/2019,3
19/07/2019,4
20/07/2019,10
21/07/2019,1
22/07/2019,
23/07/2019,2
24/07/2019,2
25/07/2019,11
26/07/2019,4
27/07/2019,
28/07/2019,
29/07/2019,
30/07/2019,
31/07/2019,
01/08/2019,1
02/08/2019,
03/08/2019,
04/08/2019,3
05/08/2019,1
06/08/2019,1
07/08/2019,1
08/08/2019,3
09/08/2019,4
10/08/2019,4
11/08/2019,
12/08/2019,3
13/08/2019,
14/08/2019,6
15/08/2019,
16/08/2019,4
17/08/2019,1
18/08/2019,1
19/08/2019,0
20/08/2019,0
21/08/2019,
22/08/2019,
23/08/2019,
24/08/2019,
25/08/2019,
26/08/2019,
27/08/2019,
28/08/2019,
