latitude,longitude,trap,pheromone,comment
42.49860501062741,1.9913031533360483,1320,"À confirmer"
42.50008891663889,1.9922523200511932,1402,"À confirmer"
48.23683899941752,-4.475655667483807,1449,SEDQ
48.63967533341077,-2.4720177054405212,1451,SEDQ
48.64402346616665,-2.4692261964082722,1483,Biobest
47.5748282,-3.134289499999997,1485,Biobest
47.574180638286236,-3.1327081471681595,1503,SEDQ
48.644862999996,-2.456874900008489,1505,Biobest
48.64471940021682,-2.4640090002168216,1506,SEDQ,"Filet insecticide à ajouter en juillet"
47.80298147554192,1.785338334739208,1536,SEDQ
47.80296751320497,1.7822081968188286,1538,Biobest
48.86267500189956,4.090082086622715,1542,SEDQ 2024
48.868240474245766,4.084475263953209,1547,Biobest
47.05386828468616,4.822219870984554,1548,Biobest
47.05425638096901,4.8237380012869835,1549,SEDQ
44.15567361641792,5.147188939154147,1909,SEDQ
44.15894371839829,5.1537516340613365,1910,Biobest
44.75647826195835,-0.8011848852038383,Captrap_x,Biobest,"Pinus pinaster"
44.75751962110971,-0.799456536769867,Captrap_y,SEDQ,"Pinus pinaster"
44.7572036917728,-0.8000063896179199,Funnel_x,Biobest,"Pinus pinaster"
44.756738722545805,-0.8007795363664628,Funnel_y,SEDQ,"Pinus pinaster"
47.56560872931209,-3.132524751126766,Funnel 5,SEDQ
47.574161864592504,-3.1309402361512184,Funnel 6,Biobest
48.2304161524806,-4.501853138208389,Funnel 7,Biobest
48.23723894906739,-4.475008584558964,Funnel 8,SEDQ
48.23727989999999,-4.476189,Funnel 9,Biobest
48.65143704638291,-2.3611294850707054,Funnel 10,SEDQSP,"Pinus radiata"
48.651106572949296,-2.3590293154120445,Funnel 11,Biobest,"À installer"
